Sex,School Code,Playing Years,Playing Often,Playing Hours,Playing Games,Parent Revenue,Father Education,Mother Education,Grade,PCA1,PCA2,Grade Category,Cluster
0.0,0.1,0.5,0.6000000000000001,0.4,0.5,0.25,0.3333333333333333,0.5,65.5,-3.0083905734946534,0.2701052740244725,Medium,2
0.0,0.1,1.0,0.8,0.4,0.5,0.75,0.6666666666666666,0.8333333333333333,80.0,-3.285665178035625,2.268270703539603,Medium,2
0.0,0.1,0.0,0.0,0.0,0.0,0.25,1.0,1.0,85.5,-2.008400058718183,-3.4170533892056234,High,0
0.0,0.1,0.25,1.0,0.2,0.5,0.75,0.8333333333333333,0.6666666666666666,75.0,-3.1103769026166095,1.1064506899203064,Medium,2
0.0,0.1,0.25,0.2,0.6000000000000001,0.5,0.5,0.3333333333333333,0.6666666666666666,74.0,-2.820085244201187,-1.0908303460560171,Medium,2
0.0,0.1,0.25,1.0,0.2,0.5,0.5,0.3333333333333333,0.3333333333333333,85.0,-3.226534368065047,0.7522679824532892,High,2
0.0,0.1,0.5,0.8,0.4,0.5,0.75,0.8333333333333333,0.6666666666666666,90.0,-3.1371586511725784,1.2994233431710551,High,2
1.0,0.1,0.5,0.6000000000000001,0.4,0.5,1.0,0.8333333333333333,0.6666666666666666,93.5,-3.098023799084108,0.6925940208256947,High,1
0.0,0.1,0.25,0.4,0.2,0.5,0.25,0.6666666666666666,0.3333333333333333,65.5,-2.6747147205608464,-1.319634809934453,Medium,2
1.0,0.1,0.75,0.2,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,50.0,-3.198136111462187,0.6499134251644438,Low,1
0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.3333333333333333,90.8,-2.3173669391682026,-3.7975322474151425,High,0
0.0,0.1,0.5,0.6000000000000001,0.4,0.5,0.75,0.6666666666666666,0.6666666666666666,86.7,-3.054670398909547,0.5274865116606078,High,2
0.0,0.1,0.5,0.6000000000000001,0.4,0.5,0.25,0.6666666666666666,0.3333333333333333,70.0,-2.9545164181262655,0.30567364705768263,Medium,2
0.0,0.1,0.25,1.0,0.4,0.5,0.5,0.3333333333333333,0.5,75.0,-3.2763297551425667,1.2630546219400243,Medium,2
0.0,0.1,0.5,0.4,0.4,0.5,0.5,0.5,0.5,60.0,-2.922105156254874,-0.3553567521513008,Low,2
1.0,0.1,0.25,0.2,0.4,0.5,0.75,0.5,0.5,63.0,-2.813643257298228,-1.4365094763776654,Medium,1
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,80.0,-1.4252668250351306,-3.7415780538389427,Medium,0
0.0,0.20000000000000004,0.25,1.0,0.4,0.5,0.75,0.6666666666666666,0.6666666666666666,74.0,-2.258219742434363,1.6529909663766977,Medium,2
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.75,1.0,0.6666666666666666,85.0,-1.2650876373450002,-3.3316264167321736,High,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.5,87.0,-1.303054091436746,-3.5540707083131418,High,0
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,1.0,0.5,0.5,65.0,-1.5186972156013332,-3.4655641123723937,Medium,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.3333333333333333,68.0,-1.3372233805517442,-3.6300401945594367,Medium,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.8333333333333333,0.8333333333333333,70.0,-1.1906937909650557,-3.3463628061807986,Medium,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.5,75.0,-1.387300370943385,-3.519133762257974,Medium,0
1.0,0.20000000000000004,1.0,0.2,0.4,0.5,0.25,0.3333333333333333,0.3333333333333333,55.0,-1.95117929162971,-0.04765952587533295,Low,1
1.0,0.20000000000000004,0.25,0.4,0.2,0.5,0.25,0.6666666666666666,0.5,55.0,-1.6635307157390051,-1.0017716373622871,Low,1
0.0,0.20000000000000004,0.5,0.8,0.6000000000000001,0.5,0.5,0.5,0.5,50.0,-2.2789462228403843,1.6792882576862311,Low,2
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,80.0,-1.2720136452313633,-3.4036995885966808,Medium,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.6666666666666666,90.0,-1.3531310818283866,-3.4431642760116796,High,0
1.0,0.20000000000000004,1.0,0.6000000000000001,0.4,0.5,0.75,0.6666666666666666,0.5,50.0,-2.250479066054054,1.6420575155021906,Low,1
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.3333333333333333,90.0,-1.3403522234613598,-3.555638561089271,High,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.75,1.0,0.6666666666666666,86.0,-1.2650876373450002,-3.3316264167321736,High,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,65.0,-1.3812451027934372,-3.6858091241991895,Medium,0
1.0,0.20000000000000004,0.25,0.4,0.4,0.5,0.75,0.5,0.5,45.0,-1.9600096731864949,-0.5528495216512654,Low,1
1.0,0.20000000000000004,0.25,0.6000000000000001,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,50.0,-1.8401176806353714,-0.17469730319013,Low,1
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.5,85.0,-1.303054091436746,-3.5540707083131418,High,0
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.5,0.5,65.0,-1.3502046565880548,-3.535438004482729,Medium,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.5,0.5,85.0,-1.347075813678439,-3.6098396379528945,High,0
0.0,0.20000000000000004,0.5,0.6000000000000001,0.6000000000000001,0.5,0.75,0.3333333333333333,0.3333333333333333,70.0,-2.3148735391989903,0.8663188859846569,Medium,2
0.0,0.20000000000000004,0.5,0.6000000000000001,0.4,0.5,0.5,0.5,0.5,67.0,-2.068471572143141,0.5283032025750982,Medium,2
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.75,0.5,0.3333333333333333,88.0,-1.4654913823000761,-3.6508721781440223,High,0
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.3333333333333333,70.0,-1.2561059439547204,-3.5905755071444383,Medium,0
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.6666666666666666,65.0,-1.1877673657247239,-3.438636534651848,Medium,0
0.0,0.20000000000000004,0.75,0.8,0.6000000000000001,0.5,0.25,0.5,0.5,60.0,-2.264026990201921,2.1186747135120676,Low,2
1.0,0.20000000000000004,0.5,0.6000000000000001,0.2,0.5,0.5,0.5,0.5,85.0,-1.9876357388602384,0.16788768280482458,High,1
1.0,0.20000000000000004,0.75,0.2,0.6000000000000001,0.5,0.25,0.8333333333333333,0.6666666666666666,75.0,-1.7654131759989764,0.2320799868959531,Medium,1
1.0,0.20000000000000004,0.25,1.0,0.4,0.5,0.25,0.3333333333333333,0.3333333333333333,60.0,-2.249238049044083,1.3940418759644322,Low,1
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.5,65.0,-1.4382481010714412,-3.6469758637622345,Medium,0
0.0,0.20000000000000004,0.5,0.8,0.4,0.5,0.25,0.3333333333333333,0.3333333333333333,70.0,-2.188926278497918,1.077795742504576,Medium,2
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.5,65.0,-1.306851256413493,-3.700545513647815,Medium,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.8333333333333333,0.5,60.0,-1.2590323691950527,-3.4983017786733885,Low,0
0.0,0.20000000000000004,0.75,0.4,0.2,0.5,0.25,0.8333333333333333,0.6666666666666666,50.0,-1.720864955209049,0.004211948815601829,Low,2
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.75,0.5,0.3333333333333333,50.0,-1.4654913823000761,-3.6508721781440223,Low,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.5,86.0,-1.303054091436746,-3.5540707083131418,High,0
1.0,0.20000000000000004,1.0,0.2,0.8,0.5,0.5,0.3333333333333333,0.3333333333333333,55.0,-2.203354923521386,0.8569117266607131,Low,1
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,59.0,-1.3910975359201325,-3.6656085675926473,Low,0
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,55.0,-1.3410205455284911,-3.77651499989411,Low,0
0.0,0.20000000000000004,0.25,1.0,0.4,0.5,0.5,0.6666666666666666,0.6666666666666666,88.0,-2.173973462927724,1.6180540203215301,High,2
0.0,0.20000000000000004,0.75,0.6000000000000001,0.4,0.5,0.25,0.6666666666666666,0.5,55.0,-2.0095306172629845,1.0234585880406861,Low,2
0.0,0.20000000000000004,0.25,0.4,0.2,0.5,0.25,0.3333333333333333,0.6666666666666666,60.0,-1.7142760281977778,-1.1117416438656642,Low,2
0.0,0.20000000000000004,0.25,0.6000000000000001,0.6000000000000001,0.5,0.5,0.6666666666666666,0.6666666666666666,100.0,-2.0049181901107924,0.6205353698205816,High,2
0.0,0.20000000000000004,0.25,0.4,0.2,0.5,0.25,0.5,0.16666666666666666,65.0,-1.7727621733010794,-1.2838811729647963,Medium,2
0.0,0.20000000000000004,0.75,0.6000000000000001,0.4,0.5,0.5,0.8333333333333333,0.6666666666666666,70.0,-2.015585885412932,1.1901339499819015,Medium,2
1.0,0.20000000000000004,0.25,1.0,0.4,0.5,0.5,0.5,0.16666666666666666,65.0,-2.323631895424028,1.4087782654130576,Medium,1
1.0,0.20000000000000004,0.25,0.8,0.6000000000000001,0.5,0.75,0.8333333333333333,0.5,65.0,-2.2089508539050775,1.4258412946100671,Medium,1
1.0,0.20000000000000004,0.75,0.6000000000000001,0.2,0.5,0.5,0.6666666666666666,0.8333333333333333,50.0,-1.9446024852567243,0.84991898681817,Low,1
0.0,0.20000000000000004,0.25,1.0,0.2,0.5,0.25,0.16666666666666666,0.3333333333333333,70.0,-2.206166252183642,0.829054159614075,Medium,2
0.0,0.20000000000000004,0.5,1.0,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,90.0,-2.159335833603381,1.6575602689620945,High,2
1.0,0.20000000000000004,0.5,0.4,0.2,0.5,0.5,0.8333333333333333,0.6666666666666666,90.0,-1.738913030757128,-0.3607728735400686,High,1
1.0,0.20000000000000004,0.25,0.8,0.4,0.5,0.25,0.5,0.6666666666666666,70.0,-2.010367774067668,0.8855818762260839,Medium,1
0.0,0.20000000000000004,0.25,0.4,0.2,0.5,0.5,0.5,0.3333333333333333,65.0,-1.8228391636927204,-1.1729747406633333,Medium,2
1.0,0.20000000000000004,1.0,0.2,0.6000000000000001,0.5,0.5,0.8333333333333333,0.5,75.0,-1.9531557914887898,0.6653708485858276,Medium,1
0.0,0.20000000000000004,0.5,0.6000000000000001,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,80.0,-1.9063158845939312,0.22522446522070627,Medium,2
1.0,0.20000000000000004,0.25,0.6000000000000001,0.2,0.5,0.25,0.6666666666666666,0.16666666666666666,65.0,-1.858379268473727,-0.43754270798418293,Medium,1
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,92.6,-1.3441493884381068,-3.702113366423944,High,0
1.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.5,0.5,0.16666666666666666,50.0,-1.4185432348180513,-3.687376976975319,Low,0
0.0,0.20000000000000004,0.25,0.6000000000000001,0.2,0.5,0.25,0.5,0.5,53.0,-1.8309335695758078,-0.4157742986015114,Low,2
0.0,0.20000000000000004,0.25,1.0,0.2,0.5,0.5,0.6666666666666666,0.3333333333333333,90.0,-2.158347364965202,1.0312978945884996,High,2
0.0,0.20000000000000004,0.25,1.0,0.4,0.5,0.5,0.5,0.5,80.0,-2.2521644742844154,1.4863156044354824,Medium,2
1.0,0.20000000000000004,0.75,0.8,0.6000000000000001,0.5,0.25,0.5,0.5,50.0,-2.267155833111537,2.1930763469822336,Low,1
1.0,0.20000000000000004,0.25,1.0,0.2,0.5,0.5,0.3333333333333333,0.5,75.0,-2.215350363243206,1.0701311550254555,Medium,1
1.0,0.20000000000000004,1.0,0.6000000000000001,0.6000000000000001,0.5,0.5,0.3333333333333333,0.3333333333333333,75.0,-2.3724101963383184,1.8544303771616608,Medium,1
1.0,0.30000000000000004,0.75,1.0,0.4,0.5,0.75,0.8333333333333333,1.0,90.0,-1.307498819992181,3.051239358596919,High,1
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,70.0,-0.3327629659469826,-3.366378098850894,Medium,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.5,85.0,-0.3229105328202877,-3.386578655457436,High,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,77.5,-0.4451232664186726,-3.574086000983237,Medium,0
1.0,0.30000000000000004,1.0,0.6000000000000001,0.6000000000000001,0.5,1.0,0.6666666666666666,0.6666666666666666,80.0,-1.404377174021755,2.355273153899798,Medium,1
1.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.25,0.5,0.5,60.0,-0.2858148184649565,-3.4028828976821908,Low,0
0.0,0.30000000000000004,0.25,0.4,0.4,0.5,0.25,0.3333333333333333,0.3333333333333333,72.0,-0.8864357240038347,-0.6613714102621095,Medium,2
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.8333333333333333,0.5,80.0,-0.2788888105785947,-3.3308097258176836,Medium,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.8333333333333333,80.0,-0.3388182340969301,-3.1997027369096784,Medium,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,89.0,-0.28874124370528964,-3.310609169211141,High,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.75,0.5,0.3333333333333333,80.0,-0.4853478236836182,-3.483380125288317,Medium,0
1.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.25,0.5,0.5,70.0,-0.2858148184649565,-3.4028828976821908,Medium,0
1.0,0.30000000000000004,0.25,0.8,0.2,0.5,1.0,0.5,0.6666666666666666,75.0,-1.1989983777786093,0.723067614006851,Medium,1
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.75,0.8333333333333333,0.6666666666666666,87.0,-0.3289658009702352,-3.2199032935162206,High,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.25,0.5,0.3333333333333333,70.0,-0.3168552646703402,-3.5532540173986513,Medium,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.8333333333333333,85.0,-0.17032567508365126,-3.2695766290200132,High,0
1.0,0.30000000000000004,0.75,0.4,0.4,0.5,0.5,0.6666666666666666,0.6666666666666666,85.0,-0.9560829174430574,0.660090804797326,High,1
1.0,0.30000000000000004,0.5,0.8,0.4,0.5,0.5,1.0,0.8333333333333333,75.0,-1.0175630859859468,1.805610552183512,Medium,1
1.0,0.30000000000000004,1.0,0.2,0.8,0.5,0.75,0.6666666666666666,0.6666666666666666,98.0,-1.1510756216981837,1.322817557343682,High,1
1.0,0.30000000000000004,1.0,0.4,0.2,0.5,0.75,0.6666666666666666,0.5,99.0,-1.059860856740352,0.6585645132467626,High,1
1.0,0.30000000000000004,1.0,0.2,0.2,0.5,0.5,0.8333333333333333,0.8333333333333333,87.0,-0.7367443022572977,0.11516756745324397,High,1
1.0,0.30000000000000004,0.5,0.2,0.4,0.5,0.5,0.3333333333333333,0.6666666666666666,82.0,-0.848289340553543,-0.641938358233876,High,1
0.0,0.30000000000000004,1.0,0.6000000000000001,0.6000000000000001,0.5,0.5,0.6666666666666666,0.6666666666666666,70.0,-1.2327557720988613,2.210997628319297,Medium,2
1.0,0.30000000000000004,0.25,0.2,0.6000000000000001,0.5,0.25,0.6666666666666666,0.6666666666666666,50.0,-0.69063724588786,-0.6048436936501012,Low,1
1.0,0.30000000000000004,0.75,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,60.0,-1.6998671700064771,3.9053380679983842,Low,1
1.0,0.30000000000000004,0.75,0.2,1.0,0.5,1.0,0.5,0.5,70.0,-1.3281505418858575,1.1865098388722384,Medium,1
1.0,0.30000000000000004,0.25,0.4,0.4,0.5,0.25,0.3333333333333333,0.3333333333333333,42.5,-0.88956456691345,-0.5869697767919435,Low,1
1.0,0.30000000000000004,0.25,0.4,0.2,0.5,0.5,0.8333333333333333,0.8333333333333333,76.0,-0.6552731361574962,-0.5916347363190706,Medium,1
1.0,0.30000000000000004,0.25,0.4,0.6000000000000001,0.5,0.75,0.8333333333333333,0.5,92.5,-0.9757873462791689,0.16099754372438468,High,1
1.0,0.30000000000000004,0.25,0.8,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,40.0,-0.9864840965236379,0.7089626515362681,Low,1
1.0,0.30000000000000004,1.0,0.2,0.4,0.5,0.75,0.5,0.6666666666666666,60.0,-1.02716799155484,0.3974143212230512,Low,1
1.0,0.30000000000000004,1.0,0.6000000000000001,0.6000000000000001,0.5,0.25,0.5,0.5,70.0,-1.2298293468585286,2.1187238998482485,Medium,1
0.0,0.30000000000000004,0.5,0.4,0.4,0.5,0.25,0.5,0.5,60.0,-0.8775717595153187,-0.055309592495057736,Low,2
1.0,0.30000000000000004,1.0,0.2,0.8,0.5,0.5,0.5,0.6666666666666666,90.0,-1.1108510644332377,1.232111681648762,High,1
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.3333333333333333,50.0,-0.2728335424286463,-3.4974850877588985,Low,0
1.0,0.30000000000000004,0.25,0.2,0.4,0.5,0.5,0.6666666666666666,0.6666666666666666,50.0,-0.6909188492019811,-1.0047239008353732,Low,1
1.0,0.30000000000000004,0.75,1.0,0.4,0.5,0.75,1.0,0.6666666666666666,80.5,-1.3318156759804851,2.9550693157440824,High,1
0.0,0.30000000000000004,0.25,1.0,0.4,0.5,0.25,0.3333333333333333,0.3333333333333333,75.0,-1.2659656475180094,1.487132295349972,Medium,2
1.0,0.30000000000000004,0.5,1.0,0.6000000000000001,0.5,0.75,1.0,0.8333333333333333,99.0,-1.312284016189829,2.9915325533498125,High,1
1.0,0.30000000000000004,1.0,0.2,1.0,0.5,1.0,0.8333333333333333,0.6666666666666666,83.5,-1.275264855155648,1.8483405862790425,High,1
0.0,0.30000000000000004,0.25,1.0,0.2,0.5,0.75,0.6666666666666666,0.8333333333333333,75.0,-1.159942218510388,1.4616353522382584,Medium,2
0.0,0.30000000000000004,0.5,0.4,0.2,0.5,0.75,0.6666666666666666,0.6666666666666666,70.0,-0.8839086309793873,-0.28851443773911445,Medium,2
1.0,0.30000000000000004,0.25,1.0,0.2,0.5,0.25,0.5,0.16666666666666666,50.6,-1.1752773811084114,1.1065162189731579,Low,1
1.0,0.30000000000000004,1.0,0.2,1.0,0.5,0.5,0.8333333333333333,0.5,70.0,-1.140941585257368,1.7024972079224119,Medium,1
0.0,0.30000000000000004,0.25,0.6000000000000001,0.4,0.5,0.25,0.5,0.6666666666666666,53.0,-0.9005853980368697,0.2625043937409295,Low,2
0.0,0.30000000000000004,0.25,1.0,0.2,0.5,0.75,0.8333333333333333,0.6666666666666666,97.5,-1.150089785383693,1.441434795631717,High,2
0.0,0.30000000000000004,1.0,1.0,0.2,0.5,0.5,0.3333333333333333,0.5,67.0,-1.4400591023216593,2.586191780054005,Medium,2
1.0,0.30000000000000004,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,88.0,-1.656833916402963,4.587369372011729,High,1
0.0,0.30000000000000004,0.25,1.0,0.2,0.5,0.5,0.6666666666666666,0.5,90.0,-1.144034517233746,1.2747594336905008,High,2
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.8333333333333333,90.0,-0.2545719545902907,-3.234639682964846,High,0
0.0,0.30000000000000004,0.25,0.6000000000000001,0.4,0.5,0.25,0.8333333333333333,0.3333333333333333,50.0,-0.8808805317834798,0.22210328052784423,Low,2
1.0,0.30000000000000004,0.25,1.0,0.6000000000000001,0.5,0.5,0.8333333333333333,0.6666666666666666,89.0,-1.236901701171706,2.350533789527594,High,1
1.0,0.30000000000000004,0.75,0.2,0.4,0.5,0.75,0.8333333333333333,0.5,95.0,-0.9039667893182766,-0.041340707624741846,High,1
1.0,0.30000000000000004,1.0,0.2,0.6000000000000001,0.5,0.5,0.5,0.6666666666666666,75.0,-1.0268863882407193,0.7972945284083233,Medium,1
0.0,0.30000000000000004,0.5,0.2,0.4,0.5,0.5,0.5,0.6666666666666666,60.0,-0.8011387754022343,-0.6605710620642888,Low,2
0.0,0.30000000000000004,0.5,0.6000000000000001,0.2,0.5,0.75,0.6666666666666666,0.8333333333333333,98.0,-0.9762493163691137,0.5036229503778742,High,2
0.0,0.30000000000000004,0.25,1.0,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,95.0,-1.1098652281187475,1.3507289199367962,High,2
1.0,0.30000000000000004,1.0,1.0,0.6000000000000001,0.5,0.75,0.8333333333333333,0.8333333333333333,91.0,-1.4949598321678734,3.8844104274720657,High,1
1.0,0.30000000000000004,0.5,1.0,0.4,0.5,0.75,0.6666666666666666,0.6666666666666666,55.0,-1.3505320735956956,2.3692080545835728,Low,1
0.0,0.30000000000000004,0.5,1.0,0.2,0.5,0.75,0.8333333333333333,0.6666666666666666,89.5,-1.2194168322518686,1.9157581975127203,High,2
1.0,0.30000000000000004,0.25,1.0,0.2,0.5,0.75,0.5,0.5,90.0,-1.2754313618916933,1.3283290835760821,High,1
1.0,0.30000000000000004,0.75,0.6000000000000001,0.4,0.5,0.75,0.6666666666666666,0.3333333333333333,55.5,-1.2351777496844183,1.259256680230597,Low,1
1.0,0.30000000000000004,0.5,1.0,0.4,0.5,0.5,0.6666666666666666,0.6666666666666666,75.0,-1.2662857940890566,2.334271108528405,Medium,1
1.0,0.30000000000000004,0.25,1.0,0.4,0.5,0.75,1.0,1.0,92.5,-1.1248230040141367,2.158361484474666,High,1
1.0,0.30000000000000004,1.0,1.0,0.4,0.5,0.5,0.5,0.6666666666666666,93.0,-1.448961610067101,3.227148982650659,High,1
1.0,0.30000000000000004,0.25,0.6000000000000001,0.4,0.5,0.5,0.8333333333333333,0.5,93.0,-0.9340863650847364,0.4074113462994715,High,1
1.0,0.30000000000000004,0.75,0.2,0.8,0.5,0.5,0.8333333333333333,0.8333333333333333,80.0,-0.9193112839666773,0.9452956252935589,Medium,1
1.0,0.30000000000000004,1.0,0.2,0.8,0.5,0.5,0.6666666666666666,0.6666666666666666,50.0,-1.0668293421915447,1.2878806112885144,Low,1
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.6666666666666666,62.0,-0.20449496419864932,-3.345546115266308,Medium,0
1.0,0.30000000000000004,0.25,1.0,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,96.5,-1.1129940710283628,1.4251305534069623,High,1
0.0,0.30000000000000004,0.5,0.8,0.4,0.5,0.5,0.6666666666666666,0.6666666666666666,50.0,-1.1366469766747165,1.5437015731875459,Low,2
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.25,0.5,0.5,55.0,-0.28268597555534125,-3.4772845311523564,Low,0
1.0,0.30000000000000004,0.75,0.8,0.4,0.5,0.75,0.8333333333333333,0.6666666666666666,75.0,-1.2493274237174532,2.183132484233635,Medium,1
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.75,0.8333333333333333,0.6666666666666666,86.0,-0.3289658009702352,-3.2199032935162206,High,0
1.0,0.30000000000000004,0.75,0.2,0.4,0.5,0.75,0.8333333333333333,0.6666666666666666,52.0,-0.8697975002032781,0.03462877862155356,Low,1
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,85.0,-0.28874124370528964,-3.310609169211141,High,0
1.0,0.30000000000000004,1.0,0.6000000000000001,0.2,0.5,1.0,0.5,0.6666666666666666,80.0,-1.2804695438784113,1.4298699177791674,Medium,1
0.0,0.30000000000000004,0.25,0.6000000000000001,0.4,0.5,0.25,0.3333333333333333,0.6666666666666666,62.0,-0.9446071202785631,0.20673546410117627,Medium,2
1.0,0.30000000000000004,0.75,0.2,0.2,0.5,0.5,0.8333333333333333,0.8333333333333333,62.0,-0.6674172553891222,-0.35915583442775834,Medium,1
1.0,0.30000000000000004,0.25,0.2,0.4,0.5,0.5,0.5,0.5,40.0,-0.7691098605586726,-1.136462316721421,Low,1
0.0,0.30000000000000004,0.5,1.0,0.8,0.5,0.5,0.3333333333333333,0.6666666666666666,80.0,-1.5191297480478645,3.017965922259612,Medium,2
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.3333333333333333,75.0,-0.4413261014419252,-3.4276111956485638,Medium,0
0.0,0.30000000000000004,0.25,0.6000000000000001,0.4,0.5,0.75,0.8333333333333333,0.6666666666666666,68.0,-0.9810345125667617,0.4439161451307694,Medium,2
1.0,0.30000000000000004,0.75,0.6000000000000001,0.4,0.5,0.75,0.3333333333333333,0.3333333333333333,88.0,-1.3232211941678047,1.1477188209510913,High,1
1.0,0.30000000000000004,0.25,0.2,0.6000000000000001,0.5,0.5,0.6666666666666666,0.6666666666666666,56.0,-0.7748835253944995,-0.5699067475949331,Low,1
0.0,0.30000000000000004,0.25,0.6000000000000001,0.2,0.5,0.5,0.5,0.5,67.2,-0.9350362904659892,-0.21334529969063887,Medium,2
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,76.0,-0.45723380271856806,-3.240735277100806,Medium,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.6666666666666666,70.0,-0.20449496419864932,-3.345546115266308,Medium,0
1.0,0.30000000000000004,0.75,0.2,0.6000000000000001,0.5,0.5,0.6666666666666666,0.3333333333333333,60.0,-0.9818761973608474,0.2268010836744816,Low,1
1.0,0.30000000000000004,0.25,0.8,0.2,0.5,0.5,0.8333333333333333,0.5,42.5,-0.976631663396943,0.688762094929726,Low,1
1.0,0.30000000000000004,0.25,1.0,0.4,0.5,0.5,0.8333333333333333,0.6666666666666666,80.0,-1.1529370249791877,1.9157166362871552,Medium,1
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.6666666666666666,97.0,-0.37298752321192863,-3.275672223155974,High,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,75.0,-0.28874124370528964,-3.310609169211141,Medium,0
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,,-0.28874124370528964,-3.310609169211141,,0
1.0,0.30000000000000004,1.0,0.8,0.4,0.5,0.75,0.5,0.5,85.0,-1.4408672041840136,2.4699485405888373,High,1
0.0,0.30000000000000004,0.25,1.0,0.2,0.5,0.5,1.0,0.6666666666666666,90.0,-1.0218217836353611,1.4622667792163027,High,2
0.0,0.30000000000000004,0.5,0.4,0.2,0.5,0.25,0.6666666666666666,0.5,85.0,-0.7495853610811074,-0.4343578160957442,High,2
1.0,0.30000000000000004,0.5,0.6000000000000001,0.4,0.5,0.5,0.5,0.16666666666666666,43.0,-1.1597954346662949,0.6182579164083792,Low,1
